"Index","high","low","close","bid","ask","volume"
2012-02-06 10:53:59,2533,2510,2514.8,2514.8,2515,45830
2012-02-06 10:54:59,2533,2510,2514.6,2514.6,2514.8,45953
2012-02-06 10:55:59,2533,2510,2514,2513.8,2514,46037
2012-02-06 10:56:59,2533,2510,2515,2514.8,2515,46068
2012-02-06 10:57:59,2533,2510,2513,2513,2513.6,46122
2012-02-06 10:58:59,2533,2506.2,2508.2,2508.2,2508.6,46092
2012-02-06 10:59:59,2533,2505.2,2505.6,2505.2,2506.2,46135
2012-02-06 11:00:59,2533,2503.2,2506.6,2506.2,2506.6,46068
2012-02-06 11:01:59,2533,2503.2,2506.4,2506.2,2506.4,46178
2012-02-06 11:02:59,2533,2503.2,2507.6,2507.4,2507.8,46267
2012-02-06 11:03:59,2533,2503.2,2507.8,2507.8,2508,46305
